SubClass,Zoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodel,RoofStyle,RoofMat,Exterior1,Exterior2,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,RL,75,9678,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,,5,1970,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1115,859,0,,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,0,48,0,0,0,0,,,,0,2,2009,WD,Normal,254000
20,RL,73,8763,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,1196,0,0,859,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959,RFn,1,TA,TA,Y,0,0,120,0,0,0,,,,0,4,2010,WD,Normal,149000
120,RM,37,4438,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,1980,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,850,0,0,1033,1,0,1,0,1,1,Gd,4,Typ,0,,Attchd,2003,Fin,2,TA,TA,Y,142,0,0,0,0,0,,,,0,4,2006,WD,Normal,134000
20,RL,.,15614,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1910,1977,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,ALQ,LwQ,GasA,TA,Y,SBrkr,1128,0,0,1331,0,1,2,0,3,1,Ex,6,Typ,0,,Attchd,1977,RFn,2,TA,TA,Y,182,0,0,0,0,0,,,,0,3,2008,WD,Abnorml,176000
60,RL,81,10947,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1926,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,448,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1225,905,0,1112,1,0,2,1,3,1,Gd,5,Typ,2,TA,Attchd,1994,RFn,2,TA,TA,Y,173,132,0,0,0,0,,,,0,8,2008,WD,Normal,272000
20,RL,79,9239,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1955,1997,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1496,0,0,926,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1997,RFn,2,TA,TA,Y,170,27,0,0,0,0,,,,0,7,2006,WD,Normal,218000
20,RL,68,9523,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,5,1925,1953,Gable,CompShg,MetalSd,MetalSd,Stone,115,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,932,0,0,1349,0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1953,RFn,1,TA,TA,Y,136,0,0,0,0,0,,MnPrv,Gar2,3000,5,2008,WD,Normal,100000
20,RL,74,9615,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,5,5,1941,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1470,0,0,1605,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2008,Fin,3,TA,TA,Y,212,150,0,0,0,0,,,,0,12,2009,New,Partial,245600
50,RL,50,9641,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1901,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1701,749,0,1215,0,0,2,0,4,1,Gd,10,Min,1,Gd,Detchd,1969,Unf,1,TA,TA,Y,274,0,42,0,116,0,,,,0,3,2010,WD,Normal,170000
60,RL,93,12002,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,4,5,1972,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1236,1141,0,876,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2003,Fin,3,TA,TA,Y,106,100,0,0,0,0,,,,0,5,2007,WD,Normal,286000
20,RL,60,6603,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1954,1962,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,896,0,0,834,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1962,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,WD,Normal,110500
60,RL,82,9945,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,6,5,1910,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,385,Ex,TA,PConc,Ex,Gd,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1627,467,0,1636,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,196,84,0,0,0,0,,,,0,5,2006,New,Partial,339500
20,RL,75,12893,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,2002,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,128,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1497,0,0,915,0,0,2,0,3,1,TA,8,Typ,1,TA,Attchd,1989,Unf,2,TA,TA,Y,254,0,192,0,0,0,,,,0,7,2008,WD,Normal,151000
20,RL,85,13773,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1965,1998,Gable,CompShg,Plywood,Plywood,BrkFace,340,TA,TA,CBlock,TA,TA,Mn,Rec,BLQ,GasA,TA,Y,SBrkr,1178,0,0,926,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1958,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2007,VWD,Normal,138000
20,RL,94,9242,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1880,2003,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,962,0,0,2211,1,0,1,0,3,1,Gd,6,Typ,0,,Attchd,1963,Fin,1,TA,TA,Y,170,0,0,0,0,0,,,,0,5,2008,WD,Normal,145900
50,RL,60,10413,Pave,Gr,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,1315,0,1064,895,0,0,2,0,3,1,Gd,8,Min,1,TA,Detchd,1954,Unf,2,TA,TA,Y,0,0,432,0,0,0,,,,0,6,2009,WD,Normal,143900
20,RL,107,14453,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,6,5,1972,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,2123,0,0,988,0,0,2,1,3,1,Ex,8,Typ,1,Ex,Attchd,2007,Fin,3,TA,TA,Y,126,98,0,0,142,0,,,,0,5,2007,New,Partial,416298
20,RL,75,14590,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,5,1959,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1508,0,0,865,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008,Fin,2,TA,TA,Y,0,174,0,0,0,0,,,,0,8,2008,New,Partial,265132
60,RL,60,8241,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,5,1947,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,815,713,0,699,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1997,Fin,2,TA,TA,Y,423,72,0,0,0,0,,,,0,5,2006,WD,Normal,184500
50,RL,62,8710,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,FuseF,1095,577,0,1078,0,0,1,1,4,1,TA,9,Min,0,,Attchd,1924,Unf,1,Fa,TA,Y,0,0,56,0,0,0,,,,0,5,2006,WD,AdjLand,108000
160,FV,30,3183,Pave,Pa,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,4,5,1910,2005,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,522,601,80,1595,0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2005,RFn,2,TA,TA,Y,0,166,0,0,0,0,,,,0,6,2006,WD,Normal,152000
20,RL,73,11886,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1955,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,196,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1506,0,0,1441,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1996,Fin,2,TA,TA,Y,117,66,0,0,0,0,,,,0,6,2009,WD,Normal,204000
50,RM,57,9187,Pave,Gr,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1958,2005,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,950,376,0,865,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1948,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,123600
20,RL,57,6423,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1972,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,Ex,Gd,Mn,LwQ,ALQ,GasA,Fa,Y,FuseA,1150,0,0,1219,0,1,1,0,2,1,TA,6,Typ,0,,Detchd,1952,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2006,WD,Normal,124500
60,RL,174,15141,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,5,5,1954,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1492,1305,0,1129,1,0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,1995,Fin,3,TA,TA,Y,0,146,202,0,0,0,,,,0,7,2009,WD,Normal,404000
190,C,75,8253,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,2fmCon,2Story,,6,1920,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Fa,N,SBrkr,1036,958,0,1013,0,0,2,0,4,2,TA,9,Typ,0,,,.,,0,,,N,0,0,133,0,0,0,,,,0,6,2007,WD,Normal,120600
50,RM,90,33123,Pave,,IR3,Lvl,AllPub,Inside,Gtl,OldTown,RRAn,Feed,1Fam,1.5Fin,5,5,1947,1962,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,1613,876,0,1217,0,0,2,0,5,1,TA,8,Typ,1,Gd,Detchd,1962,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2006,WD,Normal,221000
60,RL,77,9968,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,4,5,1961,2007,Hip,CompShg,VinylSd,VinylSd,Stone,340,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1468,1363,0,1030,1,0,3,0,4,1,Gd,11,Typ,1,TA,BuiltIn,2006,RFn,3,TA,TA,Y,127,144,0,0,0,0,,,,0,4,2007,New,Partial,425870
60,RL,70,9608,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,5,1967,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,984,996,0,937,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2006,RFn,3,TA,TA,Y,242,53,0,0,0,0,,,,0,7,2007,WD,Family,251000
20,RL,69,14853,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1990,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseA,1094,0,0,817,1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1957,Fin,1,TA,TA,Y,270,0,0,0,122,0,,MnWw,,0,5,2006,WD,Normal,142000
120,RL,53,3925,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,4,5,1912,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,1404,0,0,2231,0,2,0,2,2,1,Gd,7,Typ,1,Gd,Attchd,2006,Fin,3,TA,TA,Y,122,16,0,0,0,0,,,,0,2,2007,New,Partial,195201
20,RL,.,8401,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1979,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,323,TA,Gd,CBlock,TA,TA,No,LwQ,BLQ,GasA,TA,Y,SBrkr,945,0,0,1536,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1972,Unf,2,TA,TA,Y,134,0,0,0,0,0,,,,0,6,2007,WD,Normal,135500
70,RM,50,2503,Pave,Pa,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1979,2005,Gable,CompShg,Stucco,Stucco,None,0,Gd,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,918,911,0,1536,1,0,1,1,4,1,Ex,7,Min,1,Gd,Attchd,1915,Unf,1,Fa,Fa,Y,0,0,0,0,0,0,,,,0,6,2009,WD,Normal,156000
60,RL,46,20547,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,5,6,1952,1991,Gable,CompShg,Plywood,Plywood,BrkFace,123,TA,Gd,CBlock,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,1238,858,0,733,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1986,Fin,2,TA,TA,Y,366,63,0,0,0,0,,MnPrv,,0,11,2008,WD,Normal,216000
60,RL,.,11253,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,5,1979,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,946,927,0,1536,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2001,RFn,2,TA,TA,Y,258,43,0,0,0,0,,,,0,5,2009,WD,Normal,212000
75,RL,53,7131,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,5,5,1958,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,920,729,0,989,0,0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,1941,Unf,1,TA,TA,Y,0,0,0,0,126,0,,MnPrv,,0,8,2007,WD,Normal,165000
20,RL,98,11481,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,5,1940,2008,Gable,CompShg,VinylSd,VinylSd,Stone,200,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1706,0,0,805,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008,RFn,3,TA,TA,Y,0,50,0,0,0,0,,,,0,5,2010,WD,Normal,307000
60,FV,70,7003,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,1938,2003,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1018,869,0,1252,1,0,2,1,3,1,Ex,7,Typ,1,Ex,Attchd,2003,RFn,2,TA,TA,Y,0,35,0,0,0,0,,,,0,6,2009,WD,Normal,241900
20,RL,65,8778,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1917,1994,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,992,0,0,1289,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1996,Unf,1,TA,TA,Y,0,64,0,0,0,0,,,,0,4,2007,WD,Normal,127000
70,RM,60,6003,Pave,Gr,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,9,1920,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,886,657,0,1481,0,0,1,1,3,1,Gd,7,Typ,0,,,.,,0,,,N,242,77,0,0,0,0,,,,0,2,2008,WD,Normal,130400
20,RL,.,8249,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1926,2001,Gable,CompShg,Plywood,Plywood,None,0,TA,Gd,CBlock,TA,TA,Mn,Rec,ALQ,GasA,Ex,Y,SBrkr,1062,0,0,905,1,0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1968,Unf,1,TA,TA,Y,408,90,0,0,0,0,,MnPrv,,0,5,2010,WD,Normal,155000
50,RM,50,6003,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Ex,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,770,561,0,1253,0,0,1,1,3,1,TA,6,Typ,0,,Detchd,1950,Unf,1,TA,TA,Y,0,12,0,0,0,0,,MnPrv,,0,3,2009,WD,Normal,130500
50,RL,44,13761,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,5,5,1924,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,Unf,GasA,Ex,Y,SBrkr,1189,531,0,950,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1990,RFn,2,TA,TA,Y,170,36,0,0,0,0,,,,0,4,2007,WD,Normal,188500
60,RL,110,13691,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,5,5,1900,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,664,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1574,1097,0,1368,1,0,2,1,3,1,Ex,10,Typ,2,Gd,BuiltIn,2003,Fin,3,TA,TA,Y,402,0,0,0,0,0,,,,0,3,2008,WD,Normal,413500
50,RM,50,8638,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,GasA,TA,Y,SBrkr,1074,214,0,1201,1,0,1,0,2,1,TA,6,Min,0,,Detchd,1948,Unf,1,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,1,2008,WD,Normal,128000
90,RL,70,7703,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,2,1964,1986,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Po,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,1218,1217,0,,0,0,4,2,4,2,TA,10,Typ,0,,Attchd,1985,Unf,2,TA,Fa,Y,202,0,0,0,0,0,,,Shed,600,2,2010,WD,Normal,160000
20,RL,50,8003,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,,2002,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,974,0,0,989,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1948,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,WD,Normal,133000
120,RH,33,4116,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,4,5,1954,2001,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,1339,0,0,949,0,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,2001,Fin,2,TA,TA,Y,138,68,0,0,0,0,,,,0,7,2007,WD,Normal,156000
30,RL,60,10233,Pave,Gr,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1967,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1080,0,0,1585,0,0,1,0,3,1,Ex,6,Typ,0,,Detchd,1987,Unf,1,TA,TA,N,0,0,0,0,112,0,,GdWo,,0,12,2009,WD,Normal,126000
60,RL,.,14367,Pave,,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,5,5,1960,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1182,883,0,1557,1,0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,1988,Fin,2,TA,TA,Y,62,55,0,0,154,0,,,,0,4,2007,WD,Normal,278000
20,RL,83,13386,Pave,,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,,5,1940,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,176,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,1406,0,0,1657,0,0,2,0,3,1,TA,7,Typ,1,Po,Attchd,1969,Unf,2,TA,TA,Y,0,16,0,0,0,0,,,,0,3,2009,WD,Normal,161000
60,RL,75,10128,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,1948,2001,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,1042,1013,0,1083,0,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2000,Fin,3,TA,TA,Y,212,91,0,0,0,0,,,,0,5,2009,WD,Normal,252000
20,RL,.,17202,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1973,1961,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,916,0,0,946,0,0,1,0,2,1,TA,4,Typ,0,,Basment,1961,Unf,1,Fa,TA,Y,142,0,0,0,0,0,,GdWo,,0,7,2007,WD,Normal,129000
20,RL,.,16199,Pave,,IR3,Low,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,5,1972,1998,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1496,0,0,1303,1,0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1998,RFn,2,TA,TA,Y,404,25,0,0,0,0,,,,0,8,2007,WD,Normal,216000
50,RM,60,6003,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,8,1984,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,762,331,0,924,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1940,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,121000
20,RL,88,10997,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,5,1971,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366,Gd,TA,PConc,Gd,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1846,0,0,951,1,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2005,Fin,2,TA,TA,Y,167,44,0,0,0,0,,,,0,9,2009,COD,Abnorml,258000
90,RL,60,7203,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,6,5,1977,1950,Gable,CompShg,BrkFace,Stone,None,0,TA,TA,Slab,,,,,,Wall,Fa,N,FuseF,1042,0,0,1655,0,0,2,0,2,2,TA,6,Typ,0,,Detchd,1956,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2009,WD,Normal,91000
